problem disk
grid 64 64
steps 0
t_final 0
exact_area 0.19635
area_sharp_initial 0.196162
area_sharp_final 0.196162
area_loss_pct 0.0954581
area_heaviside_initial 0.19668
area_heaviside_final 0.19668
perimeter_initial 1.56902
interface_error_initial 0.000253906
interface_error_final 0.000253906
interface_error_final_over_L 0.000161825
grad_err_max_band 0.00295047
grad_err_mean_band 0.00072019
sign_guard_hits_last 0
