problem vortex
grid 128 128
steps 1304
t_final 8
exact_area 0.0706858
area_sharp_initial 0.0706592
area_sharp_final 0.0368701
area_loss_pct 47.8395
area_heaviside_initial 0.0707861
area_heaviside_final 0.0370017
perimeter_initial 0.942655
interface_error_initial 2.92969e-05
interface_error_final 0.0376465
interface_error_final_over_L 0.0399366
grad_err_max_band 0.037283
grad_err_mean_band 0.0018063
sign_guard_hits_last 0
