step,time,dt,kinetic_energy,max_div_mac,max_div_nodal,area_pos,interface_ymin,interface_ymax,mac_iters,visc_iters,nodal_iters,umax
0,0,0,0.25,2.38387e-12,1.53211e-14,1,1e+30,-1e+30,140,10,91,0.997592
10,0.0805712,0.0082906,0.220145,2.07656e-12,0.00145465,1,1e+30,-1e+30,140,10,89,0.936192
20,0.166591,0.00886844,0.192199,1.57918e-12,0.00136624,1,1e+30,-1e+30,141,10,87,0.874793
24,0.2,0.00642661,0.182328,1.63736e-12,0.000894742,1,1e+30,-1e+30,140,10,91,0.852041
