problem zalesak
grid 100 100
steps 623
t_final 628
exact_area 582.207
area_sharp_initial 581.8
area_sharp_final 597.29
area_loss_pct -2.59065
area_heaviside_initial 585.817
area_heaviside_final 599.372
perimeter_initial 142.368
interface_error_initial 1.14
interface_error_final 106.99
interface_error_final_over_L 0.751503
grad_err_max_band 0.538059
grad_err_mean_band 0.0120236
sign_guard_hits_last 0
